"","X1","X2","X4","X6","X8","NRM","UPC","INDEPENDENT","FDC","UFA","DP","PPP","SDP","JEEMA","PDP","CP","LDT","W","NA"
"10360",10360,"KALIRO","BULAMOGI COUNTY","NAWAIKOKE","NAWAIKOKE","635 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10361",10361,"KALIRO","BULAMOGI COUNTY","NAWAIKOKE","NSAMULE",NA,NA,"317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10362",10362,"KALIRO","BULAMOGI COUNTY","NAWAIKOKE","NSAMULE",NA,NA,"271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10363",10363,"KALIRO","BULAMOGI COUNTY","NAWAIKOKE","NSAMULE","319 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10364",10364,"KALIRO","BULAMOGI COUNTY","NAWAIKOKE","NSAMULE",NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10365",10365,"KALIRO","BULAMOGI COUNTY","NAWAIKOKE","NAWAMPITI","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10366",10366,"KALIRO","BULAMOGI COUNTY","KALIRO TOWN COUNCIL","BUKUMANKOOLA WARD","319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10367",10367,"KALIRO","BULAMOGI COUNTY","KALIRO TOWN COUNCIL","BUKUMANKOOLA WARD",NA,NA,"477 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10368",10368,"KALIRO","BULAMOGI COUNTY","KALIRO TOWN COUNCIL","BUDINI WARD",NA,NA,"219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10369",10369,"KALIRO","BULAMOGI COUNTY","KALIRO TOWN COUNCIL","BUDINI WARD","279 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10370",10370,"KALIRO","BULAMOGI COUNTY","KALIRO TOWN COUNCIL","BUDINI WARD",NA,NA,"76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10371",10371,"KALIRO","BULAMOGI COUNTY","KALIRO TOWN COUNCIL","NAIGOMBWA WARD","353 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10372",10372,"KALIRO","BULAMOGI COUNTY","KALIRO TOWN COUNCIL","NAIGOMBWA WARD",NA,NA,"327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10373",10373,"KALIRO","BULAMOGI COUNTY","KALIRO TOWN COUNCIL","BUYUNGA WARD",NA,NA,"193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10374",10374,"KALIRO","BULAMOGI COUNTY","KALIRO TOWN COUNCIL","BUYUNGA WARD","403 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10375",10375,"KALIRO","BULAMOGI COUNTY","KALIRO TOWN COUNCIL","BUYUNGA WARD",NA,NA,"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10376",10376,"KALIRO","BULAMOGI COUNTY","KALIRO TOWN COUNCIL","LUMBUYE WARD",NA,NA,"331 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10377",10377,"KALIRO","BULAMOGI COUNTY","KALIRO TOWN COUNCIL","LUMBUYE WARD","305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10378",10378,"KIRUHURA","KAZO COUNTY","BUREMBA","KITAMBA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10379",10379,"KIRUHURA","KAZO COUNTY","BUREMBA","KIJOOHA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10380",10380,"KIRUHURA","KAZO COUNTY","BUREMBA","BIGUTSYO","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10381",10381,"KIRUHURA","KAZO COUNTY","BUREMBA","KABINGO","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10382",10382,"KIRUHURA","KAZO COUNTY","BUREMBA","KAKONI",NA,NA,NA,"85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10383",10383,"KIRUHURA","KAZO COUNTY","BUREMBA","KAKONI","446 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10384",10384,"KIRUHURA","KAZO COUNTY","BUREMBA","KYABAHURA","581 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10385",10385,"KIRUHURA","KAZO COUNTY","BUREMBA","KYABAHURA",NA,NA,"288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10386",10386,"KIRUHURA","KAZO COUNTY","BUREMBA","NGOMBA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10387",10387,"KIRUHURA","KAZO COUNTY","BURUNGA","MAGONDO","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10388",10388,"KIRUHURA","KAZO COUNTY","BURUNGA","BURUNGA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10389",10389,"KIRUHURA","KAZO COUNTY","BURUNGA","KIGUMA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10390",10390,"KIRUHURA","KAZO COUNTY","BURUNGA","RWIGI","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10391",10391,"KIRUHURA","KAZO COUNTY","KANONI","MBOGO","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10392",10392,"KIRUHURA","KAZO COUNTY","KANONI","NYARUBANGA",NA,NA,NA,"166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10393",10393,"KIRUHURA","KAZO COUNTY","KANONI","NYARUBANGA","436 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10394",10394,"KIRUHURA","KAZO COUNTY","KANONI","KITONGORE","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10395",10395,"KIRUHURA","KAZO COUNTY","KANONI","RWEMENGO","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10396",10396,"KIRUHURA","KAZO COUNTY","KANONI","BWAGONGA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10397",10397,"KIRUHURA","KAZO COUNTY","KANONI","RWAKAHAYA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10398",10398,"KIRUHURA","KAZO COUNTY","KAZO","KYAMPANGARA",NA,NA,NA,"211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10399",10399,"KIRUHURA","KAZO COUNTY","KAZO","KYAMPANGARA","910 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10400",10400,"KIRUHURA","KAZO COUNTY","KAZO","MBABA",NA,NA,NA,"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10401",10401,"KIRUHURA","KAZO COUNTY","KAZO","MBABA","482 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10402",10402,"KIRUHURA","KAZO COUNTY","KAZO","NTAMBAZI","500 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10403",10403,"KIRUHURA","KAZO COUNTY","KAZO","NTAMBAZI",NA,NA,"184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10404",10404,"KIRUHURA","KAZO COUNTY","KAZO","KAYANGA",NA,NA,"288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10405",10405,"KIRUHURA","KAZO COUNTY","KAZO","KAYANGA","378 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10406",10406,"KIRUHURA","KAZO COUNTY","KAZO","RWAMURANGA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10407",10407,"KIRUHURA","KAZO COUNTY","KAZO","IBAARE",NA,NA,NA,"193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10408",10408,"KIRUHURA","KAZO COUNTY","KAZO","IBAARE","589 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10409",10409,"KIRUHURA","KAZO COUNTY","RWEMIKOMA","RWEMIKOMA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10410",10410,"KIRUHURA","KAZO COUNTY","RWEMIKOMA","MIGINA","1302 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10411",10411,"KIRUHURA","KAZO COUNTY","RWEMIKOMA","MIGINA",NA,NA,NA,"158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10412",10412,"KIRUHURA","KAZO COUNTY","RWEMIKOMA","KIJUMA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10413",10413,"KIRUHURA","KAZO COUNTY","RWEMIKOMA","BUGARIHE","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10414",10414,"KIRUHURA","KAZO COUNTY","ENGARI","ENGARI","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10415",10415,"KIRUHURA","KAZO COUNTY","ENGARI","KYENGANDO","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10416",10416,"KIRUHURA","KAZO COUNTY","ENGARI","KEICHUMU","906 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10417",10417,"KIRUHURA","KAZO COUNTY","ENGARI","KEICHUMU",NA,NA,NA,"103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10418",10418,"KIRUHURA","KAZO COUNTY","ENGARI","KAKINDO","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10419",10419,"KIRUHURA","KAZO COUNTY","ENGARI","NSHESHE","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10420",10420,"KIRUHURA","KAZO COUNTY","ENGARI","KANTAGANYA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10421",10421,"KIRUHURA","KAZO COUNTY","ENGARI","BISHOZI","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10422",10422,"KIRUHURA","KAZO COUNTY","NKUNGU","NKUNGU","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10423",10423,"KIRUHURA","KAZO COUNTY","NKUNGU","NSHUNGA","1323 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10424",10424,"KIRUHURA","KAZO COUNTY","NKUNGU","NSHUNGA",NA,NA,NA,"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10425",10425,"KIRUHURA","KAZO COUNTY","NKUNGU","KAGARAMIRA","189 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10426",10426,"KIRUHURA","KAZO COUNTY","NKUNGU","KAGARAMIRA",NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10427",10427,"KIRUHURA","KAZO COUNTY","NKUNGU","KAGIRA",NA,NA,NA,"81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10428",10428,"KIRUHURA","KAZO COUNTY","NKUNGU","KAGIRA","607 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10429",10429,"KIRUHURA","KAZO COUNTY","NKUNGU","KAJUZYA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10430",10430,"KIRUHURA","KAZO COUNTY","NKUNGU","KATARAZA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10431",10431,"KIRUHURA","KAZO COUNTY","KAZO TOWN COUNCIL","KAZO WARD","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10432",10432,"KIRUHURA","KAZO COUNTY","KAZO TOWN COUNCIL","BYESHEMBE WARD","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10433",10433,"KIRUHURA","KAZO COUNTY","KAZO TOWN COUNCIL","GABARUNGI WARD","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10434",10434,"KIRUHURA","KAZO COUNTY","KAZO TOWN COUNCIL","OBWENGARA WARD",NA,NA,"81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10435",10435,"KIRUHURA","KAZO COUNTY","KAZO TOWN COUNCIL","OBWENGARA WARD","200 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10436",10436,"KIRUHURA","KAZO COUNTY","KAZO TOWN COUNCIL","RWEMIRONDO WARD","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10437",10437,"KIRUHURA","KAZO COUNTY","KAZO TOWN COUNCIL","RWEMPIRI WARD","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10438",10438,"KIRUHURA","NYABUSHOZI COUNTY","KANYARYERU","KANYARYERU RES SCH","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10439",10439,"KIRUHURA","NYABUSHOZI COUNTY","KANYARYERU","AKAKU","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10440",10440,"KIRUHURA","NYABUSHOZI COUNTY","KANYARYERU","AKAYANJA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10441",10441,"KIRUHURA","NYABUSHOZI COUNTY","KANYARYERU","KIBEGA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10442",10442,"KIRUHURA","NYABUSHOZI COUNTY","KANYARYERU","RWAMURANDA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10443",10443,"KIRUHURA","NYABUSHOZI COUNTY","KASHONGI","BYANAMIRA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10444",10444,"KIRUHURA","NYABUSHOZI COUNTY","KASHONGI","KITABO","765 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10445",10445,"KIRUHURA","NYABUSHOZI COUNTY","KASHONGI","KITABO",NA,NA,NA,"107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10446",10446,"KIRUHURA","NYABUSHOZI COUNTY","KASHONGI","RWENJUBU","212 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10447",10447,"KIRUHURA","NYABUSHOZI COUNTY","KASHONGI","RWENJUBU",NA,NA,"166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10448",10448,"KIRUHURA","NYABUSHOZI COUNTY","KASHONGI","RWANYANGWE","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10449",10449,"KIRUHURA","NYABUSHOZI COUNTY","KASHONGI","KASHONGI","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10450",10450,"KIRUHURA","NYABUSHOZI COUNTY","KASHONGI","NTARAMA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10451",10451,"KIRUHURA","NYABUSHOZI COUNTY","KENSHUNGA","NSHWERENKYE","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10452",10452,"KIRUHURA","NYABUSHOZI COUNTY","KENSHUNGA","NYAKASHARARA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10453",10453,"KIRUHURA","NYABUSHOZI COUNTY","KENSHUNGA","RUGONGI","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10454",10454,"KIRUHURA","NYABUSHOZI COUNTY","KENSHUNGA","RUSHERE","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10455",10455,"KIRUHURA","NYABUSHOZI COUNTY","KIKATSI","EMBARE","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10456",10456,"KIRUHURA","NYABUSHOZI COUNTY","KIKATSI","KEIKOTI","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10457",10457,"KIRUHURA","NYABUSHOZI COUNTY","KIKATSI","KAYONZA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10458",10458,"KIRUHURA","NYABUSHOZI COUNTY","KIKATSI","KANYANYA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10459",10459,"KIRUHURA","NYABUSHOZI COUNTY","KINONI","KAITANTUREGYE","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10460",10460,"KIRUHURA","NYABUSHOZI COUNTY","KINONI","KASAANA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10461",10461,"KIRUHURA","NYABUSHOZI COUNTY","KINONI","MACUNCU",NA,NA,"618 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10462",10462,"KIRUHURA","NYABUSHOZI COUNTY","KINONI","MACUNCU","419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10463",10463,"KIRUHURA","NYABUSHOZI COUNTY","KINONI","RWETAMU","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10464",10464,"KIRUHURA","NYABUSHOZI COUNTY","NYAKASHASHARA","BIJUBWE","326 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10465",10465,"KIRUHURA","NYABUSHOZI COUNTY","NYAKASHASHARA","BIJUBWE",NA,NA,"249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10466",10466,"KIRUHURA","NYABUSHOZI COUNTY","NYAKASHASHARA","KYAKABUNGA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10467",10467,"KIRUHURA","NYABUSHOZI COUNTY","NYAKASHASHARA","NYAKAHITA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10468",10468,"KIRUHURA","NYABUSHOZI COUNTY","NYAKASHASHARA","RURAMBIRA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10469",10469,"KIRUHURA","NYABUSHOZI COUNTY","SANGA","NOMBE II","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10470",10470,"KIRUHURA","NYABUSHOZI COUNTY","SANGA","RWABARATA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10471",10471,"KIRUHURA","NYABUSHOZI COUNTY","SANGA","NOMBE I","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10472",10472,"KIRUHURA","NYABUSHOZI COUNTY","KIRUHURA TOWN COUNCIL","KASHWA WARD","445 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10473",10473,"KIRUHURA","NYABUSHOZI COUNTY","KIRUHURA TOWN COUNCIL","KASHWA WARD",NA,NA,"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10474",10474,"KIRUHURA","NYABUSHOZI COUNTY","KIRUHURA TOWN COUNCIL","KIRUHURA WARD","164 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10475",10475,"KIRUHURA","NYABUSHOZI COUNTY","KIRUHURA TOWN COUNCIL","KIRUHURA WARD",NA,NA,"117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10476",10476,"KIRUHURA","NYABUSHOZI COUNTY","KIRUHURA TOWN COUNCIL","NYAKASHARARA WARD","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10477",10477,"KIRUHURA","NYABUSHOZI COUNTY","KITURA","MOOYA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10478",10478,"KIRUHURA","NYABUSHOZI COUNTY","KITURA","RWEMAMBA",NA,NA,NA,"396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10479",10479,"KIRUHURA","NYABUSHOZI COUNTY","KITURA","RWEMAMBA","406 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10480",10480,"KIRUHURA","NYABUSHOZI COUNTY","KITURA","KITURA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10481",10481,"KIRUHURA","NYABUSHOZI COUNTY","KITURA","BWEEZA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10482",10482,"KIRUHURA","NYABUSHOZI COUNTY","KITURA","KIGANDO",NA,NA,"304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10483",10483,"KIRUHURA","NYABUSHOZI COUNTY","KITURA","KIGANDO","311 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10484",10484,"KIRUHURA","NYABUSHOZI COUNTY","KITURA","NYABURUNGA","568 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10485",10485,"KIRUHURA","NYABUSHOZI COUNTY","KITURA","NYABURUNGA",NA,NA,"326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10486",10486,"KIRUHURA","NYABUSHOZI COUNTY","SANGA TOWN COUNCIL","SANGA WARD","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10487",10487,"KIRUHURA","NYABUSHOZI COUNTY","SANGA TOWN COUNCIL","NOMBE WARD","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10488",10488,"KIRUHURA","NYABUSHOZI COUNTY","SANGA TOWN COUNCIL","NKONGORO WARD","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10489",10489,"KIRUHURA","NYABUSHOZI COUNTY","SANGA TOWN COUNCIL","EKIZIMBI WARD","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10490",10490,"KOBOKO","KOBOKO COUNTY","KOBOKO TOWN COUNCIL","ARUMAJI","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10491",10491,"KOBOKO","KOBOKO COUNTY","KOBOKO TOWN COUNCIL","OMBACHI MARKET","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10492",10492,"KOBOKO","KOBOKO COUNTY","KOBOKO TOWN COUNCIL","ABELE","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10493",10493,"KOBOKO","KOBOKO COUNTY","KOBOKO TOWN COUNCIL","TRIANGLE","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10494",10494,"KOBOKO","KOBOKO COUNTY","KOBOKO TOWN COUNCIL","DEMBELENGA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10495",10495,"KOBOKO","KOBOKO COUNTY","LOBULE","PONYURA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10496",10496,"KOBOKO","KOBOKO COUNTY","LOBULE","LOBULE","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10497",10497,"KOBOKO","KOBOKO COUNTY","LOBULE","LURUJO","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10498",10498,"KOBOKO","KOBOKO COUNTY","LOBULE","AJIPALA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10499",10499,"KOBOKO","KOBOKO COUNTY","LOBULE","PADROMBU","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10500",10500,"KOBOKO","KOBOKO COUNTY","LOBULE","TUKALIRI","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10501",10501,"KOBOKO","KOBOKO COUNTY","LOBULE","YATUA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10502",10502,"KOBOKO","KOBOKO COUNTY","LUDARA","GUREPI","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10503",10503,"KOBOKO","KOBOKO COUNTY","LUDARA","BAMURE","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10504",10504,"KOBOKO","KOBOKO COUNTY","LUDARA","CHAKULIA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10505",10505,"KOBOKO","KOBOKO COUNTY","LUDARA","KECHI","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10506",10506,"KOBOKO","KOBOKO COUNTY","LUDARA","LIMA",NA,NA,NA,"NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10507",10507,"KOBOKO","KOBOKO COUNTY","MIDIA","DRICILE","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10508",10508,"KOBOKO","KOBOKO COUNTY","MIDIA","GODIA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10509",10509,"KOBOKO","KOBOKO COUNTY","MIDIA","KINGABA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10510",10510,"KOBOKO","KOBOKO COUNTY","MIDIA","LURUNU","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10511",10511,"KOBOKO","KOBOKO COUNTY","MIDIA","MIDIA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10512",10512,"KOBOKO","KOBOKO COUNTY","MIDIA","ASUNGA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10513",10513,"KOBOKO","KOBOKO COUNTY","MIDIA","DEGIBA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
